ages,list_price,num_reviews,piece_count,play_star_rating,prod_id,review_difficulty,star_rating,theme_name,val_star_rating,country
5-8,63.8929,1,266,5,10745,Challenging,5,Juniors,5,NZ
4-7,49.6929,2,191,5,10744,Average,5,Juniors,4.5,NZ
4-7,35.4929,1,151,5,10753,Easy,5,Juniors,5,NZ
4-7,35.4929,2,175,5,10734,,5,Juniors,4,NZ
4-7,31.9429,2,100,5,10746,Easy,5,Juniors,4.5,NZ
4-7,31.9429,1,110,,10740,Easy,4,Juniors,,NZ
4-7,28.3929,2,116,5,10743,Easy,4.5,Juniors,5,NZ
4-7,28.3929,,115,,10749,,,Juniors,,NZ
4-7,28.3929,2,95,2.5,10742,Easy,3,Juniors,3,NZ
4-7,28.3929,3,94,4.7,10736,Average,4.7,Juniors,4.7,NZ
4-7,28.3929,,115,,10751,,,Juniors,,NZ
4-7,28.3929,1,125,5,10754,,4,Juniors,4,NZ
4-7,28.3929,2,108,4.5,10739,Easy,4.5,Juniors,4,NZ
4-7,28.3929,,131,,10755,,,Juniors,,NZ
4-7,17.7429,2,63,4,10737,Easy,4.5,Juniors,4,NZ
4-7,17.7429,2,67,5,10738,Average,5,Juniors,5,NZ
4-7,14.1929,2,67,5,10748,Very Easy,5,Juniors,4,NZ
4-7,14.1929,8,47,3.9,10730,Very Easy,4,Juniors,3.9,NZ
4-7,14.1929,3,62,4.3,10733,Easy,4.7,Juniors,5,NZ
4-7,14.1929,1,75,5,10732,,5,Juniors,5,NZ
4-7,14.1929,3,59,4.3,10731,Easy,5,Juniors,4.3,NZ
4-7,14.1929,,73,,10750,,,Juniors,,NZ
4-7,63.8929,,150,,10758,,,Juniors,,NZ
4-7,42.5929,,178,,10761,,,Juniors,,NZ
8-12,177.4929,3,1019,5,75930,Easy,5,Indoraptor Rampage at Lockwood Estate,4.3,NZ
7-12,106.4929,1,577,,75929,,5,Carnotaurus Gyrosphere Escape,,NZ
7-12,92.2929,,609,,75933,,,T. rex Transport,,NZ
6-12,63.8929,4,360,4.8,75932,Average,5,Jurassic Park Velociraptor Chase,4.3,NZ
7-12,63.8929,2,289,3,75931,Easy,3.5,Dilophosaurus Outpost Attack,2.5,NZ
7-12,63.8929,,397,,75928,,,Blue's Helicopter Pursuit,,NZ
6-12,42.5929,2,222,4.5,75927,Average,5,Stygimoloch Breakout,4.5,NZ
4-7,35.4929,,85,,10757,,,Juniors,,NZ
2-5,31.9429,,22,,10880,,,DUPLO®,,NZ
10+,28.3929,1,234,3,41614,Easy,5,BrickHeadz,5,NZ
6-12,28.3929,2,126,4,75926,Average,4.5,Pteranodon Chase,3.5,NZ
4-7,28.3929,,84,,10756,,,Juniors,,NZ
2-5,24.8429,1,24,,10879,,5,DUPLO®,,NZ
4-7,63.8929,,150,,10758,,,Juniors,,NZ
14+,177.4929,52,1363,3.2,76105,Average,3.8,Marvel Super Heroes,4,NZ
8-14,141.9929,8,1004,4.9,76108,Average,5,Marvel Super Heroes,4.9,NZ
8-14,106.4929,17,674,4.9,76107,Average,4.7,Marvel Super Heroes,4.2,NZ
7-14,49.6929,3,416,3.7,76103,Average,4,Marvel Super Heroes,3.7,NZ
7-14,42.5929,13,375,4.7,76104,Easy,4.8,Marvel Super Heroes,4.7,NZ
6-12,35.4929,10,223,4.4,76102,Easy,4.4,Marvel Super Heroes,4.9,NZ
6-12,17.7429,13,124,4.2,76101,Easy,4.8,Marvel Super Heroes,4.8,NZ
10+,14.1929,3,101,4,41604,Average,4.7,BrickHeadz,4.5,NZ
10+,14.1929,2,105,3,41605,Easy,5,BrickHeadz,5,NZ
10+,14.1929,1,113,5,41606,Easy,5,BrickHeadz,5,NZ
10+,14.1929,1,136,,41607,,5,BrickHeadz,,NZ
7-14,78.0929,7,375,4.1,76078,Easy,3.7,Marvel Super Heroes,2.3,NZ
7-14,70.9929,6,492,4.7,76088,Average,4.3,Marvel Super Heroes,4,NZ
7-14,70.9929,6,400,4.8,76084,Easy,4.3,Marvel Super Heroes,4.5,NZ
7-14,42.5929,23,375,4.4,76083,Average,4.6,Marvel Super Heroes,3.9,NZ
7-14,42.5929,7,358,4.7,76100,Average,4.7,Marvel Super Heroes,4.8,NZ
7-14,42.5929,10,377,4.8,76077,Easy,4.6,Marvel Super Heroes,4.3,NZ
6-12,35.4929,9,185,3.9,76082,Easy,3.9,Marvel Super Heroes,4.2,NZ
6-12,35.4929,6,229,4.4,76099,Easy,4.7,Marvel Super Heroes,5,NZ
6-12,35.4929,10,160,3.9,76076,Easy,3.7,Marvel Super Heroes,3.9,NZ
2-5,31.9429,,38,,10876,,,DUPLO®,,NZ
4-7,28.3929,1,125,5,10754,,4,Juniors,4,NZ
5-12,14.1929,2,79,3.5,76091,Easy,3.5,Marvel Super Heroes,3,NZ
5-12,14.1929,,86,,76090,,,Marvel Super Heroes,,NZ
5-12,14.1929,,89,,76089,,,Marvel Super Heroes,,NZ
10+,425.9929,38,601,4.4,31313,Challenging,4.3,MINDSTORMS®,3.7,NZ
10-21,191.6929,1,1,5,45500,Average,4,MINDSTORMS®,3,NZ
8+,35.4929,2,1,5,45517,Very Easy,4,MINDSTORMS®,2.5,NZ
10-21,28.3929,,1,,45505,,,MINDSTORMS®,,NZ
10+,28.3929,4,1,3,45504,Challenging,3.5,MINDSTORMS®,4,NZ
10-21,28.3929,,1,,45509,,,MINDSTORMS®,,NZ
10-21,24.1329,2,1,5,45502,,5,MINDSTORMS®,5,NZ
10-21,24.1329,1,1,5,45506,Very Easy,5,MINDSTORMS®,5,NZ
10+,24.1329,3,1,5,45508,Average,5,MINDSTORMS®,3.3,NZ
8+,22.365,13,1,3.8,9843,Very Easy,3.8,MINDSTORMS®,3.5,NZ
10-21,17.7429,1,1,5,45503,Easy,5,MINDSTORMS®,,NZ
10-21,16.3229,,1,,45507,,,MINDSTORMS®,,NZ
10-21,12.7729,,7,,45514,,,MINDSTORMS®,,NZ
12+,319.4929,11,2863,4.3,21137,Challenging,4.5,Minecraft™,4.2,NZ
8+,163.2929,2,1122,5,21136,Easy,5,Minecraft™,4,NZ
8+,127.7929,7,729,4,21134,Average,4.1,Minecraft™,3.7,NZ
8+,99.3929,1,717,5,21135,Challenging,5,Minecraft™,5,NZ
8+,78.0929,4,549,4.7,21144,Easy,4.8,Minecraft™,4.3,NZ
8+,63.8929,1,470,5,21143,Average,5,Minecraft™,5,NZ
8+,49.6929,6,387,4.2,21130,Easy,4.7,Minecraft™,4.2,NZ
8+,42.5929,,278,,21142,,,Minecraft™,,NZ
7-14,28.3929,4,198,4.5,21140,Average,4.5,Minecraft™,5,NZ
7-14,28.3929,2,241,5,21141,Average,5,Minecraft™,4.5,NZ
8+,28.3929,16,208,4.4,21123,Easy,4.6,Minecraft™,4.4,NZ
8+,28.3929,5,247,5,21129,Average,4.6,Minecraft™,4.8,NZ
6-14,17.7429,,84,,21139,,,Minecraft™,,NZ
6-14,17.7429,4,69,5,21138,Easy,4.3,Minecraft™,2.7,NZ
5-12,49.6929,10,169,4.3,60153,Very Easy,4.1,City,3.6,NZ
5+,4.2529,13,8,4.3,71020,Very Easy,4.8,Minifigures,4,NZ
5+,4.2529,16,7,4.5,71021,Very Easy,4.4,Minifigures,4.2,NZ
9-14,163.2929,5,1426,2,70357,Challenging,2.6,NEXO KNIGHTS™,1.8,NZ
8-14,70.9929,3,604,4.3,72006,Challenging,4,NEXO KNIGHTS™,4,NZ
8-14,56.7929,,569,,72005,,,NEXO KNIGHTS™,,NZ
8-14,49.6929,3,506,5,72004,Average,5,NEXO KNIGHTS™,5,NZ
8-14,42.5929,,369,,72003,,,NEXO KNIGHTS™,,NZ
7-14,28.3929,1,191,4,72002,Easy,5,NEXO KNIGHTS™,3,NZ
7-14,28.3929,,217,,72001,,,NEXO KNIGHTS™,,NZ
16+,425.9929,88,4867,4.8,70620,Challenging,4.9,THE LEGO® NINJAGO® MOVIE™,4.8,NZ
9-14,212.9929,52,2295,4.7,70618,Challenging,4.9,THE LEGO® NINJAGO® MOVIE™,4.8,NZ
9-14,141.9929,6,914,4.8,70616,Average,4.8,THE LEGO® NINJAGO® MOVIE™,4.7,NZ
9-14,120.6929,9,830,4.6,70656,Average,4.9,THE LEGO® NINJAGO® MOVIE™,4.8,NZ
9-14,120.6929,15,1403,4.5,70617,Average,4.8,THE LEGO® NINJAGO® MOVIE™,4.8,NZ
9-14,120.6929,11,1202,4.7,70632,Average,4.5,THE LEGO® NINJAGO® MOVIE™,4.4,NZ
8-14,92.2929,8,747,4.3,70613,Average,4.5,THE LEGO® NINJAGO® MOVIE™,4.5,NZ
8-14,85.1929,6,765,3.8,70643,Average,4.2,NINJAGO®,4.2,NZ
9-14,85.1929,19,944,3.6,70615,Average,4.2,THE LEGO® NINJAGO® MOVIE™,4.6,NZ
9-14,85.1929,8,876,4.7,70614,Average,5,THE LEGO® NINJAGO® MOVIE™,4.6,NZ
8-14,70.9929,7,521,4.7,70631,Average,4.3,THE LEGO® NINJAGO® MOVIE™,5,NZ
8-14,70.9929,29,544,4.6,70612,Average,4.7,THE LEGO® NINJAGO® MOVIE™,4.5,NZ
8-14,63.8929,2,556,4.5,70642,Average,4,NINJAGO®,4.5,NZ
8-14,63.8929,,530,,70640,,,NINJAGO®,,NZ
8-14,56.7929,21,494,4.6,70611,Average,4.5,THE LEGO® NINJAGO® MOVIE™,4.8,NZ
9-14,56.7929,4,552,4.3,70641,Challenging,4.8,NINJAGO®,4.3,NZ
7-14,42.5929,3,308,5,70639,Average,4.7,NINJAGO®,4.3,NZ
7-14,42.5929,10,312,3.5,70608,Easy,4,THE LEGO® NINJAGO® MOVIE™,3.6,NZ
8-14,42.5929,8,341,4.2,70610,Average,4.6,THE LEGO® NINJAGO® MOVIE™,4.5,NZ
7-14,42.5929,6,341,4.4,70609,Easy,4.3,THE LEGO® NINJAGO® MOVIE™,4.2,NZ
7-14,28.3929,3,257,5,70638,Average,5,NINJAGO®,5,NZ
7-14,28.3929,8,217,4.1,70629,Easy,3.6,THE LEGO® NINJAGO® MOVIE™,4.1,NZ
7-14,28.3929,18,233,4.6,70607,Easy,4.6,THE LEGO® NINJAGO® MOVIE™,4.5,NZ
4-7,28.3929,,131,,10755,,,Juniors,,NZ
6-14,14.1929,11,109,4.5,70606,Easy,4.7,THE LEGO® NINJAGO® MOVIE™,4.8,NZ
6-14,12.7729,1,48,5,70628,Very Easy,5,THE LEGO® NINJAGO® MOVIE™,5,NZ
6-14,12.7729,,61,,70633,,,NINJAGO®,,NZ
6-14,12.7729,1,68,4,70635,Very Easy,4,NINJAGO®,3,NZ
6-14,12.7729,2,73,5,70637,Easy,5,NINJAGO®,3.5,NZ
6-14,12.7729,,69,,70636,,,NINJAGO®,,NZ
6-14,12.7729,,69,,70634,,,NINJAGO®,,NZ
14+,283.9929,61,2028,4.6,70751,Challenging,4.8,NINJAGO®,4.3,NZ
6+,922.9929,7,2631,4.7,2000430,Easy,4.6,SERIOUS PLAY®,3.6,NZ
6+,709.9929,8,2455,3.7,2000431,Average,3.4,SERIOUS PLAY®,2.9,NZ
6+,567.29,2,4900,5,2000409,Easy,5,SERIOUS PLAY®,5,NZ
6+,35.4929,10,219,3.9,2000414,Easy,3.9,SERIOUS PLAY®,3.3,NZ
8-14,127.7929,2,841,5,75889,Average,5,Speed Champions,4.5,NZ
7-14,42.5929,4,391,5,75888,Average,4.8,Speed Champions,4.8,NZ
7-14,17.7429,9,183,4.8,75884,Easy,4.9,Speed Champions,4.8,NZ
7-14,17.7429,3,179,5,75886,Easy,5,Speed Champions,5,NZ
7-14,17.7429,13,203,4.5,75885,Average,4.5,Speed Champions,4.5,NZ
7-14,17.7429,3,163,5,75887,Easy,5,Speed Champions,5,NZ
8-14,127.7929,8,941,4.6,75883,Average,4.6,Speed Champions,4.3,NZ
7-14,42.5929,12,366,4.5,75881,Easy,4.8,Speed Champions,4.4,NZ
7-14,17.7429,12,196,4.5,75877,Easy,4.6,Speed Champions,4.4,NZ
7-14,17.7429,10,161,4.7,75880,Easy,4.9,Speed Champions,4.7,NZ
7-14,17.7429,11,184,4.8,75879,Easy,4.7,Speed Champions,4.7,NZ
7-14,17.7429,19,181,4.7,75878,Easy,4.9,Speed Champions,4.8,NZ
9-14,212.9929,4,1413,4,75212,Average,4,Star Wars™,3.8,NZ
8-12,63.8929,2,464,4,75210,Easy,4.5,Star Wars™,3.5,NZ
7-12,35.4929,7,229,4.4,75208,Easy,4.6,Star Wars™,4.3,NZ
7-12,35.4929,4,345,4.5,75209,Easy,4.8,Star Wars™,4.3,NZ
7-14,35.4929,3,101,3.5,75536,Easy,4.7,Star Wars™,4.3,NZ
8-14,35.4929,,104,,75537,,,Star Wars™,,NZ
8-14,35.4929,,101,,75535,,,Star Wars™,,NZ
6-12,17.7429,5,99,4.5,75207,Very Easy,5,Star Wars™,4.3,NZ
10+,14.1929,1,149,2,41609,Very Easy,3,BrickHeadz,4,NZ
10+,14.1929,1,141,2,41608,Very Easy,4,BrickHeadz,4,NZ
14+,638.9929,84,4016,4.5,75159,Challenging,3.9,Star Wars™,3.5,NZ
14+,283.9929,87,1703,3.3,75144,Challenging,4.3,Star Wars™,4.1,NZ
14+,248.4929,201,1996,3.9,75060,Challenging,4.8,Star Wars™,4.5,NZ
9-14,184.5929,31,1416,4.6,75190,Average,4.8,Star Wars™,4.4,NZ
9-14,184.5929,34,1376,4,75189,Challenging,4.3,Star Wars™,3.8,NZ
9-14,141.9929,23,780,4.7,75188,Average,4.6,Star Wars™,4,NZ
9-14,127.7929,15,825,4.7,75191,Average,4.7,Star Wars™,4.3,NZ
10-16,127.7929,,1106,,75187,,,Star Wars™,,NZ
9-14,120.6929,39,863,4.2,75156,Average,4.4,Star Wars™,4.4,NZ
8-14,113.5929,71,717,4.7,75102,Average,4.7,Star Wars™,4.1,NZ
8-14,106.4929,22,630,4.5,75179,Average,4.6,Star Wars™,3.9,NZ
9-14,106.4929,4,746,4.5,75202,Easy,4.3,Star Wars™,4,NZ
8-14,106.4929,56,659,4.6,75155,Average,4.6,Star Wars™,3.9,NZ
8-14,92.2929,51,691,4.8,75172,Average,4.7,Star Wars™,4.4,NZ
8-14,92.2929,6,557,4.2,75185,Challenging,4.3,Star Wars™,4.4,NZ
9-14,85.1929,9,554,3.9,75177,Challenging,4,Star Wars™,3.8,NZ
8-14,78.0929,37,370,2.2,75201,Easy,1.8,Star Wars™,1.8,NZ
10-14,70.9929,11,452,4.2,75532,Challenging,4.5,Star Wars™,4.4,NZ
8-14,70.9929,12,457,4.4,75178,Easy,4.3,Star Wars™,3.6,NZ
8-14,63.8929,24,358,4.7,75175,Easy,4.6,Star Wars™,3.7,NZ
9-14,49.6929,6,168,4.6,75534,Average,5,Star Wars™,4,NZ
7-12,49.6929,27,277,4.6,75174,Easy,4.6,Star Wars™,4.1,NZ
8-14,49.6929,14,294,4.6,75176,Easy,4.7,Star Wars™,3.7,NZ
8-14,42.5929,4,144,4.8,75533,Average,4.8,Star Wars™,4,NZ
8-14,42.5929,5,179,4.3,75530,Average,3.6,Star Wars™,3.4,NZ
7-12,35.4929,25,241,4.1,75200,Easy,4.5,Star Wars™,4.1,NZ
8-12,35.4929,37,262,4.3,75168,Easy,4.5,Star Wars™,4.3,NZ
7-12,35.4929,19,157,3.4,75199,Easy,2.6,Star Wars™,1.9,NZ
8-14,35.4929,27,305,4.6,75182,Easy,4.6,Star Wars™,4.4,NZ
8-14,31.9429,7,92,4.1,75529,Easy,4.7,Star Wars™,3.9,NZ
8-14,31.9429,1,94,4,75526,Easy,4,Star Wars™,4,NZ
8-14,31.9429,12,86,4.4,75117,Easy,4.5,Star Wars™,4.4,NZ
8-14,31.9429,3,85,4.7,75528,Easy,4.7,Star Wars™,4.7,NZ
7-14,31.9429,3,100,3.3,75531,Very Easy,4,Star Wars™,4,NZ
6-12,24.8429,4,216,4.5,75195,Easy,4.5,Star Wars™,4.5,NZ
6-12,17.7429,15,108,3.8,75197,Very Easy,4.1,Star Wars™,3.9,NZ
6-12,17.7429,40,125,4.5,75167,Very Easy,4.7,Star Wars™,4.8,NZ
10+,14.1929,5,130,4.3,41603,Easy,5,BrickHeadz,4.8,NZ
10+,14.1929,3,119,4.5,41602,Easy,5,BrickHeadz,4.5,NZ
6-12,12.7729,3,91,4.7,75194,Easy,4.3,Star Wars™,4,NZ
6-12,12.7729,6,109,4.8,75160,Easy,4.8,Star Wars™,4.8,NZ
6-12,12.7729,4,88,4.3,75161,Easy,4.5,Star Wars™,4.5,NZ
9-14,85.1929,7,519,5,75211,Average,4.7,Star Wars™,3.7,NZ
6-12,17.7429,4,102,4.3,75206,Very Easy,4.3,Star Wars™,4.5,NZ
8-14,63.8929,14,376,4,75205,Easy,3.5,Star Wars™,3.3,NZ
7-12,49.6929,13,278,4.9,75204,Easy,4.5,Star Wars™,4.2,NZ
7-12,35.4929,27,149,4.3,75173,Easy,4.5,Star Wars™,4.3,NZ
7-12,35.4929,38,282,4.5,75183,Easy,4.7,Star Wars™,4.7,NZ
7-12,35.4929,32,208,4.4,75169,Easy,4.4,Star Wars™,4.4,NZ
6-12,24.8429,3,188,4,75196,Easy,4.3,Star Wars™,4,NZ
6-12,17.7429,14,97,4.2,75198,Easy,4.1,Star Wars™,4.1,NZ
6-12,12.7729,9,92,4.7,75193,Easy,4.7,Star Wars™,4.7,NZ
14+,248.4929,1,1966,5,75181,Very Challenging,5,Star Wars™,5,NZ
16+,1064.9929,198,7541,4,75192,Challenging,4.8,Star Wars™,4.4,NZ
6-12,17.7429,25,117,4.3,75166,Very Easy,4.6,Star Wars™,4.3,NZ
16+,425.9929,143,2704,4.2,42056,Challenging,4.7,Technic,4.3,NZ
11-16,354.9929,45,1862,3.7,42070,Challenging,3.5,Technic,2.9,NZ
12-16,354.9929,75,3929,3.9,42055,Challenging,4.6,Technic,4.6,NZ
11-16,191.6929,22,2595,4.5,42078,Average,4.7,Technic,4.7,NZ
11-16,191.6929,19,2382,4.5,42069,Average,4.9,Technic,4.7,NZ
10-16,191.6929,7,1151,4,42066,Challenging,4.9,Technic,4.7,NZ
10-16,141.9929,14,1327,4.6,42064,Challenging,4.6,Technic,4.8,NZ
10-16,127.7929,8,1005,4.1,42077,Average,4.4,Technic,4.1,NZ
10-16,120.6929,12,1098,4,42068,Average,4.8,Technic,4.6,NZ
9-16,106.4929,28,370,4.6,42065,Easy,4.5,Technic,4.2,NZ
9-16,92.2929,5,1020,3.8,42076,Average,4.2,Technic,4.2,NZ
10-16,70.9929,12,603,4.2,42063,Average,4.7,Technic,4.4,NZ
8-14,70.9929,8,631,4.7,42062,Easy,4.8,Technic,4.3,NZ
9-16,49.6929,57,10,4.6,8293,Easy,4.5,Power Functions,3.9,NZ
9-16,49.6929,1,513,5,42075,Easy,5,Technic,4,NZ
8-14,42.5929,5,330,4,42074,Average,4.8,Technic,4.2,NZ
8-14,28.3929,10,365,4.6,42060,Easy,4.8,Technic,4.6,NZ
7-14,24.8429,1,135,5,42072,,5,Technic,5,NZ
7-14,24.8429,2,139,4.5,42073,Easy,4,Technic,3.5,NZ
7-14,24.8429,7,142,4.4,42059,Easy,4.7,Technic,4.6,NZ
7-14,24.8429,2,140,4.5,42058,Easy,4,Technic,4,NZ
8-14,24.8429,2,171,5,42071,Challenging,5,Technic,5,NZ
8-14,21.2929,9,199,4.3,42057,Easy,4.7,Technic,4.8,NZ
7-14,14.1929,2,176,4.5,42084,Easy,4.5,Technic,4.5,NZ
14+,354.9929,19,3444,4.9,70922,Challenging,5,THE LEGO® BATMAN MOVIE,4.9,NZ
12-16,198.7929,20,1628,3.5,70912,Average,3.8,THE LEGO® BATMAN MOVIE,3.3,NZ
10-16,198.7929,18,1456,4.6,70917,Average,4.6,THE LEGO® BATMAN MOVIE,4.6,NZ
8-14,141.9929,23,1047,4.7,70909,Average,4.7,THE LEGO® BATMAN MOVIE,4.3,NZ
9-14,127.7929,4,1053,4,70916,Average,4,THE LEGO® BATMAN MOVIE,3.8,NZ
8-14,78.0929,,581,,70905,,,THE LEGO® BATMAN MOVIE,,NZ
8-14,78.0929,19,433,4.4,70906,Average,4.7,THE LEGO® BATMAN MOVIE,4.2,NZ
8-14,78.0929,6,366,3.7,70914,Average,4,THE LEGO® BATMAN MOVIE,3,NZ
7-14,63.8929,5,425,3.2,70921,Average,3.2,THE LEGO® BATMAN MOVIE,2.6,NZ
7-14,63.8929,2,156,4.5,71264,Easy,4.5,DIMENSIONS™,3.5,NZ
8-14,42.5929,24,305,4.5,70911,Easy,4.8,THE LEGO® BATMAN MOVIE,4.4,NZ
7-14,28.3929,2,198,4,70918,,4.5,THE LEGO® BATMAN MOVIE,4,NZ
7-14,28.3929,8,204,4.1,70910,Average,4.4,THE LEGO® BATMAN MOVIE,4.1,NZ
7-14,28.3929,19,201,4.1,70901,Easy,4.6,THE LEGO® BATMAN MOVIE,4.4,NZ
7-14,24.8429,1,57,5,71344,Average,5,DIMENSIONS™,5,NZ
6-12,17.7429,7,141,4,70913,Easy,4.1,THE LEGO® BATMAN MOVIE,4.4,NZ
6-12,17.7429,18,124,4.5,70900,Easy,4.7,THE LEGO® BATMAN MOVIE,4.6,NZ
5+,4.2529,13,8,4.3,71020,Very Easy,4.8,Minifigures,4,NZ
8-14,99.3929,9,643,4.4,70923,Average,4.8,THE LEGO® BATMAN MOVIE,3.5,NZ
16+,425.9929,88,4867,4.8,70620,Challenging,4.9,THE LEGO® NINJAGO® MOVIE™,4.8,NZ
9-14,212.9929,52,2295,4.7,70618,Challenging,4.9,THE LEGO® NINJAGO® MOVIE™,4.8,NZ
9-14,141.9929,6,914,4.8,70616,Average,4.8,THE LEGO® NINJAGO® MOVIE™,4.7,NZ
9-14,120.6929,9,830,4.6,70656,Average,4.9,THE LEGO® NINJAGO® MOVIE™,4.8,NZ
9-14,120.6929,15,1403,4.5,70617,Average,4.8,THE LEGO® NINJAGO® MOVIE™,4.8,NZ
9-14,120.6929,11,1202,4.7,70632,Average,4.5,THE LEGO® NINJAGO® MOVIE™,4.4,NZ
8-14,92.2929,8,747,4.3,70613,Average,4.5,THE LEGO® NINJAGO® MOVIE™,4.5,NZ
9-14,85.1929,19,944,3.6,70615,Average,4.2,THE LEGO® NINJAGO® MOVIE™,4.6,NZ
9-14,85.1929,8,876,4.7,70614,Average,5,THE LEGO® NINJAGO® MOVIE™,4.6,NZ
8-14,70.9929,7,521,4.7,70631,Average,4.3,THE LEGO® NINJAGO® MOVIE™,5,NZ
8-14,70.9929,29,544,4.6,70612,Average,4.7,THE LEGO® NINJAGO® MOVIE™,4.5,NZ
8-14,56.7929,21,494,4.6,70611,Average,4.5,THE LEGO® NINJAGO® MOVIE™,4.8,NZ
7-14,42.5929,10,312,3.5,70608,Easy,4,THE LEGO® NINJAGO® MOVIE™,3.6,NZ
8-14,42.5929,8,341,4.2,70610,Average,4.6,THE LEGO® NINJAGO® MOVIE™,4.5,NZ
7-14,42.5929,6,341,4.4,70609,Easy,4.3,THE LEGO® NINJAGO® MOVIE™,4.2,NZ
7-14,28.3929,8,217,4.1,70629,Easy,3.6,THE LEGO® NINJAGO® MOVIE™,4.1,NZ
7-14,28.3929,18,233,4.6,70607,Easy,4.6,THE LEGO® NINJAGO® MOVIE™,4.5,NZ
6-14,14.1929,11,109,4.5,70606,Easy,4.7,THE LEGO® NINJAGO® MOVIE™,4.8,NZ
6-14,12.7729,1,48,5,70628,Very Easy,5,THE LEGO® NINJAGO® MOVIE™,5,NZ
12+,130.4971,23,1032,3.6,21030,Average,4.6,Architecture,4.3,PL
12+,86.9971,14,744,3.2,21035,Challenging,4.6,Architecture,4.1,PL
12+,81.1971,7,597,3.7,21039,Average,4.9,Architecture,4.4,PL
12+,63.7971,24,780,4.4,21029,Average,4.7,Architecture,4.3,PL
12+,57.9971,37,598,3.7,21028,Average,4.2,Architecture,4.1,PL
12+,52.1971,23,468,3.6,21034,Average,4.7,Architecture,4.1,PL
12+,52.1971,11,444,3.6,21033,Average,4.8,Architecture,4.5,PL
12+,43.4971,53,321,3.2,21019,Average,4.6,Architecture,4.4,PL
12+,43.4971,14,386,4.1,21036,Average,4.4,Architecture,3.6,PL
12+,37.6971,7,361,4.2,21032,Easy,4.6,Architecture,4.2,PL
7-12,202.9971,63,847,3.8,17101,Average,3.4,BOOST,3.5,PL
10+,37.6971,14,708,4.5,41597,Average,4.6,BrickHeadz,4.9,PL
10+,26.0971,1,234,3,41614,Easy,5,BrickHeadz,5,PL
10+,26.0971,1,160,5,41613,Very Easy,5,BrickHeadz,5,PL
10+,13.0471,1,149,2,41609,Very Easy,3,BrickHeadz,4,PL
10+,13.0471,1,141,2,41608,Very Easy,4,BrickHeadz,4,PL
10+,13.0471,3,101,4,41604,Average,4.7,BrickHeadz,4.5,PL
10+,13.0471,2,105,3,41605,Easy,5,BrickHeadz,5,PL
10+,13.0471,1,113,5,41606,Easy,5,BrickHeadz,5,PL
10+,13.0471,1,136,,41607,,5,BrickHeadz,,PL
10+,13.0471,4,126,2,40271,Easy,5,BrickHeadz,4.5,PL
10+,13.0471,5,143,4.6,41599,Easy,5,BrickHeadz,5,PL
10+,13.0471,3,122,2.7,41598,Very Easy,4,BrickHeadz,3,PL
10+,13.0471,7,140,3.2,40270,Easy,4.9,BrickHeadz,4.7,PL
10+,13.0471,5,130,4.3,41603,Easy,5,BrickHeadz,4.8,PL
10+,13.0471,3,119,4.5,41602,Easy,5,BrickHeadz,4.5,PL
10+,13.0471,2,108,3.5,41601,Easy,5,BrickHeadz,4,PL
10+,13.0471,1,135,1,41600,Very Easy,4,BrickHeadz,3,PL
10+,26.0971,1,240,3,41611,Easy,5,BrickHeadz,5,PL
10+,26.0971,,209,,41610,,,BrickHeadz,,PL
5-12,12.4671,2,87,4.5,60177,Easy,4.5,City,5,PL
6-12,231.9971,35,888,4.7,60052,Average,4.4,City,3.8,PL
8-12,173.9971,1,1250,5,60162,Average,5,City,4,PL
6-12,144.9971,45,610,4.4,60051,Average,4.4,City,4,PL
6-12,121.7971,10,894,4.2,60141,Easy,4.7,City,4,PL
8-12,121.7971,6,813,4.5,60161,Average,4.3,City,4,PL
6-12,121.7971,3,792,3.3,60167,Average,3.7,City,3.3,PL
6-12,115.9971,16,919,4.5,60110,Average,4.6,City,4.6,PL
7-12,115.9971,1,883,5,60188,,5,City,5,PL
6-12,104.3971,8,663,4.4,60174,Average,4.6,City,4,PL
6-12,89.8971,4,740,5,60169,Average,5,City,4.3,PL
5-12,72.4971,9,561,3.9,60140,Easy,3.3,City,3.6,PL
7-12,60.8971,3,426,4.7,60160,Average,5,City,4.7,PL
6-12,60.8971,8,415,4.4,60166,Challenging,4.4,City,4,PL
5-12,60.8971,2,303,4.5,60173,Average,4,City,2.5,PL
5-12,52.1971,10,169,4.3,60153,Very Easy,4.1,City,3.6,PL
6-12,52.1971,10,374,3.9,60139,Easy,4,City,3.3,PL
5-12,52.1971,16,337,3.6,60154,Easy,3.3,City,2.7,PL
5-12,52.1971,,387,,60175,,,City,,PL
5-12,52.1971,1,294,4,60186,Average,5,City,4,PL
5-12,37.6971,7,344,5,60182,Easy,5,City,5,PL
5-12,37.6971,14,294,4.2,60138,Average,4.2,City,4.1,PL
5-12,37.6971,2,347,4.5,60165,Very Easy,5,City,5,PL
5-12,37.6971,8,257,4.2,60108,Average,3.9,City,3.8,PL
6-12,37.6971,5,378,4.8,60159,Easy,4.8,City,4.6,PL
5-12,37.6971,7,310,4.4,60183,Easy,4.7,City,4.7,PL
5-12,37.6971,,297,,60172,,,City,,PL
5-12,26.0971,47,8,4.2,7895,Very Easy,4.1,City,3.6,PL
4-7,26.0971,,115,,10751,,,Juniors,,PL
6-12,23.1971,4,192,5,60180,Average,5,City,5,PL
